,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,-6.213962803620474e-05,-0.00022933260244490712,-0.001277044494918319,3.736629875116148e-05,-0.00039116054104441645,-0.0025327526344946258,-0.0013203108973183384,0.00016347367519123,-0.0014932264750203855,0.0036097592057115356,0.007332588900614357,0.0011082080834899483,-0.0004105768654345815,-0.00020832737662847148,-0.0015382377904649383,-0.010879965621379231,0.010028828402526575,0.003965511270794794,-0.0020939902460989854,-0.00847280212201617,-0.005080049859756847,-0.036000373737171534,-0.6034440864164107,0.5795033008591094,-0.16602251059800452,0.5011923405253292,0.033611167790186434,0.021749375451631303,-0.13386882928601887,0.005858064426184383,0.0006853613415741646,210492.06976762757
1,2.503153825708863e-05,-4.0589884319602375e-05,-0.00034301926890920205,0.00010095423801669528,-7.823834909630299e-05,-0.0005509258298392078,-0.0019752352266975397,8.42226815072025e-05,9.38428845764174e-05,0.0010926245403659837,0.00213666492585593,0.0006055810472679584,0.003866488162539631,-0.0024686928143296495,-0.00398390000179722,-0.010048553164549928,-0.012512573337190651,-0.07073523169057701,-0.008297648234191686,-0.009675496228815257,-0.017063385516852395,-0.8751237657823995,0.024309705074870864,-0.039499301492842524,-0.45510092290029186,-0.13804784274365636,-0.008420611015301872,0.00026654761207089257,-0.000335445212269772,-0.00010708056636383406,0.00021032451379305353,73909.59555973005
2,-5.489261306284873e-06,-3.502206412214192e-05,-0.00018518867092093893,-6.818901717234136e-06,-5.8271416241966565e-05,-0.00036402357945513133,-0.00020427209424078198,2.3485940893993346e-05,-0.0002415275891708337,0.0005305646861324559,0.0010735387608083323,0.00017108458347519362,-2.4612580350431185e-05,-0.00016492681282260181,-0.00027237055660505536,-0.0015106045912223422,0.001262660722355706,0.0005997355389895935,-0.0004125060693030443,-0.001127364170028588,-0.0006657544799230923,-0.004936648522129397,-0.08600960164376749,0.0757686923555116,-0.023252154379814916,0.06952084130730424,-0.018830213425984628,-0.18642767257657564,0.9719443208409801,0.00404234691330671,0.04064327276692152,17502.45282778441
3,-3.8213741518918195e-07,-1.872480317087331e-06,-1.2231041151324942e-05,4.718942136912991e-07,-3.5053509626681753e-06,-2.4927627723658345e-05,-1.276105799813151e-05,1.5949003537766378e-06,-1.6407661839354525e-05,3.489809107013965e-05,8.195100565539202e-05,1.166455956727619e-05,6.0789512801554086e-06,2.6787823891252283e-05,-3.3224924760988576e-05,-0.00018456785334756287,9.359664396033075e-05,6.348160595092312e-05,-1.8306067392582465e-05,-3.1531711168507296e-05,-1.24764296066152e-05,-0.0003321265715246486,-0.006390720628386066,0.005188870205658774,-0.001275488492402646,0.004558544457618616,-0.03155930689735956,-0.011305713653238106,0.03429066883668648,-0.49271859417751523,-0.8688143826758369,13425.744208699345
4,0.06308856038162346,0.02043389108723729,-0.052059548731758755,-0.43328317140314515,-0.17685464664400824,-0.5997811519845934,0.4515762545704336,0.16646998172175173,-0.2401499941937247,0.01939130094515828,-0.174602132700594,-0.2938437865404083,-0.08075050501526874,0.012978306962269988,0.023924235832649018,-0.010133208690785222,-0.015323622614367321,-0.00016037530270582932,-0.004770146044273216,0.002561236341883744,-0.0007573712759300146,-0.0014757230075831318,-0.0004533293179968053,-8.989734973852594e-05,0.00018620017048233173,-0.000137733927769217,1.5144329483075708e-05,1.7865364395669614e-07,3.7362709274464637e-06,-1.5038236312026835e-07,-1.6046516991143195e-06,11328.098053903788
5,0.02047185765983717,-0.022026581125971414,-0.043560682273959594,-0.08477470600516769,-0.03231835477276914,-0.08237343175530544,-0.13021082306815362,0.0016053796005801686,-0.16566353740101053,0.16908977366676584,0.2209175437488247,0.08433195344720607,0.017980299402263453,-0.8935421194893329,-0.036122641702525056,-0.003081452996883686,0.17273607307599187,-0.031571904249337715,-0.12642006547952314,-0.07924790523753829,0.0059183786194849305,0.006196062534792088,0.005937977259617328,-0.0033458779002893914,0.0002343337433820672,-5.9901243266835706e-05,-0.0002235828055971654,6.795473085613239e-05,-0.00013696745112435577,-1.8713069792811709e-06,-3.0517828488969756e-05,2543.594597901339
6,0.01169582629451906,-0.014035637141051533,-0.04410735813347717,-0.03408006378353172,-0.020504967139682393,-0.07174789797692505,-0.08811328636893663,0.0009245291687535039,-0.0915128867178848,-0.016342227054456367,0.32959816652242047,-0.0246402590484908,0.07139484953467905,-0.0214709520527829,-0.17798931590889533,-0.012338089934628694,-0.8009881291701378,0.17044112633184597,-0.26618961750869197,0.29232429822800843,-0.029710711164173696,-0.0005261203296866644,-0.0008822855263079017,0.011003571299577289,0.00039158192661446664,-0.0019733224311688294,0.0005915337210864622,0.0001358577059384229,-0.00010947816188768907,3.0393199106445348e-06,-1.0673790471434589e-06,1395.1703610833763
7,0.01440122075740214,-0.02108609357263052,-0.10657195652495265,-0.07340770422385069,-0.05106325896262718,-0.20608159914847424,-0.10673207992030767,-0.01452269237809111,-0.14398015187993127,0.2903029261403225,0.6859875216544037,0.10913569660253455,-0.0024806653723621953,0.36016472766147384,-0.2492929954491942,0.18033358198062358,0.2841604603159378,-0.05049038072283854,0.16159570441962512,-0.06576511278083798,0.013905523443012087,-0.0002964500138204375,0.00514597325123336,-0.008909728712981117,0.0006358356439831841,-1.1146960317383287e-05,-0.00023832859855002457,-1.047925514950213e-05,-2.48047483281103e-06,-6.547781509375477e-07,1.4851346686778702e-05,642.3483767680171
8,0.030210271018535708,-0.01334969400522243,-0.0448762327883527,-0.174276588600972,0.052571192998774906,-0.1754693807531652,-0.10151049840559653,-0.9276249749961608,-0.06860244731605178,-0.042599373138700096,-0.10861877167501845,-0.018454330646890147,0.20165593362291434,0.025367833158136968,0.042928573541698024,0.012782864259662846,0.007608839173724407,0.009111718942891346,0.007294966725641893,0.002405504325195156,-0.0011633122850969104,-0.0007709371537257946,-0.0007294871959234777,0.00038903642074607995,0.0003860372234055976,-1.721393055259494e-05,-3.275714402434968e-06,3.5834726766414115e-06,9.959885024120981e-07,-6.233824290721715e-07,1.143532789993683e-06,566.4135276174712
9,0.2215621576907817,-0.08511027184753851,0.34753831439739175,-0.6774573587893549,-0.11483247830746661,0.5516728861741553,0.11757348437036591,-0.017115766883178243,-0.08368019039080696,-0.005135077175890679,0.10267731503419482,0.11059375841118459,-0.027319738048494958,0.03741935139524348,0.011057263244672391,-0.007801407044874671,-0.00636121867392352,-0.0012504095091806298,0.010572331401319723,-0.0009559050613871354,-0.0008441911512433672,-0.0006434109850886566,-0.0006000109123487527,0.0009358718294337899,-4.590065526304631e-06,0.00014148048657419715,5.141821436693311e-06,-3.551010994377074e-06,1.871679054807619e-06,-6.206103624772087e-08,2.4567439780573477e-06,313.2564253782405
